electrode_number,E_EEG,E_Brain,position,X,Y,Z,label
55,'E55',FP15,"[49.003231048584, 65.2235717773438, 159.245681762695]",49.003231048584,65.2235717773438,159.245681762695,2
56,'E56',FP16,"[48.6767845153809, 61.3693161010742, 156.841369628906]",48.6767845153809,61.3693161010742,156.841369628906,2
57,'E57',FP17,"[60.2901763916016, 95.1681823730469, 167.690963745117]",60.2901763916016,95.1681823730469,167.690963745117,2
58,'E58',FP18,"[56.2084693908691, 90.7467498779297, 165.468078613281]",56.2084693908691,90.7467498779297,165.468078613281,2
59,'E59',FP19,"[54.1742324829102, 86.2845916748047, 163.821502685547]",54.1742324829102,86.2845916748047,163.821502685547,2
60,'E60',FP20,"[51.837287902832, 81.8497924804688, 161.874038696289]",51.837287902832,81.8497924804688,161.874038696289,2
61,'E61',FP21,"[47.9992713928223, 77.5610809326172, 160.981689453125]",47.9992713928223,77.5610809326172,160.981689453125,2
62,'E62',FP22,"[48.0359535217285, 72.5904846191406, 157.589096069336]",48.0359535217285,72.5904846191406,157.589096069336,2
63,'E63',FP23,"[45.9037246704102, 68.2778167724609, 156.041641235352]",45.9037246704102,68.2778167724609,156.041641235352,2
64,'E64',FP24,"[43.2164764404297, 65.3580932617188, 155.113830566406]",43.2164764404297,65.3580932617188,155.113830566406,2
65,'E65',FP25,"[56.4828872680664, 98.2444076538086, 165.462677001953]",56.4828872680664,98.2444076538086,165.462677001953,2
66,'E66',FP26,"[52.8931541442871, 93.7396850585938, 163.605651855469]",52.8931541442871,93.7396850585938,163.605651855469,2
67,'E67',FP27,"[49.8293991088867, 89.3194580078125, 161.066284179688]",49.8293991088867,89.3194580078125,161.066284179688,2
68,'E68',FP28,"[47.353889465332, 85.0783843994141, 158.239303588867]",47.353889465332,85.0783843994141,158.239303588867,2
69,'E69',FP29,"[43.4825553894043, 81.3555374145508, 157.550445556641]",43.4825553894043,81.3555374145508,157.550445556641,2
70,'E70',FP30,"[41.9353942871094, 76.8331909179688, 155.780670166016]",41.9353942871094,76.8331909179688,155.780670166016,2
71,'E71',FP31,"[40.2287864685059, 72.9032592773438, 153.655654907227]",40.2287864685059,72.9032592773438,153.655654907227,2
72,'E72',FP32,"[39.0296630859375, 69.4368286132813, 152.115768432617]",39.0296630859375,69.4368286132813,152.115768432617,2
73,'E73',FP33,"[52.2411270141602, 102.07502746582, 162.360015869141]",52.2411270141602,102.07502746582,162.360015869141,2
74,'E74',FP34,"[50.6296310424805, 97.680290222168, 159.248489379883]",50.6296310424805,97.680290222168,159.248489379883,2
75,'E75',FP35,"[46.3534088134766, 93.8363647460938, 157.317916870117]",46.3534088134766,93.8363647460938,157.317916870117,2
76,'E76',FP36,"[43.1153831481934, 89.6155090332031, 155.133270263672]",43.1153831481934,89.6155090332031,155.133270263672,2
77,'E77',FP37,"[41.5457305908203, 85.4342498779297, 152.849594116211]",41.5457305908203,85.4342498779297,152.849594116211,2
78,'E78',FP38,"[38.2500534057617, 81.4616012573242, 152.099349975586]",38.2500534057617,81.4616012573242,152.099349975586,2
79,'E79',FP39,"[37.2384948730469, 77.9881896972656, 149.772430419922]",37.2384948730469,77.9881896972656,149.772430419922,2
80,'E80',FP40,"[36.4479217529297, 73.9110565185547, 147.016632080078]",36.4479217529297,73.9110565185547,147.016632080078,2
81,'E81',FP41,"[49.5499420166016, 105.245147705078, 159.964340209961]",49.5499420166016,105.245147705078,159.964340209961,2
82,'E82',FP42,"[48.1855239868164, 101.283706665039, 155.828536987305]",48.1855239868164,101.283706665039,155.828536987305,2
83,'E83',FP43,"[44.2424125671387, 98.0321426391602, 153.450714111328]",44.2424125671387,98.0321426391602,153.450714111328,2
84,'E84',FP44,"[40.8976211547852, 93.0474395751953, 151.699523925781]",40.8976211547852,93.0474395751953,151.699523925781,2
85,'E85',FP45,"[39.517578125, 88.7048568725586, 149.289611816406]",39.517578125,88.7048568725586,149.289611816406,2
86,'E86',FP46,"[37.6506576538086, 85.5773162841797, 146.932769775391]",37.6506576538086,85.5773162841797,146.932769775391,2
87,'E87',FP47,"[38.1897430419922, 82.5995254516602, 142.436676025391]",38.1897430419922,82.5995254516602,142.436676025391,2
88,'E88',FP48,"[35.4208641052246, 77.9609756469727, 140.991638183594]",35.4208641052246,77.9609756469727,140.991638183594,2
89,'E89',FP49,"[48.5707092285156, 108.899536132813, 157.220550537109]",48.5707092285156,108.899536132813,157.220550537109,2
90,'E90',FP50,"[46.1385345458984, 104.630294799805, 153.923889160156]",46.1385345458984,104.630294799805,153.923889160156,2
91,'E91',FP51,"[42.054573059082, 100.349182128906, 151.481964111328]",42.054573059082,100.349182128906,151.481964111328,2
92,'E92',FP52,"[39.0454597473145, 96.1720886230469, 149.474395751953]",39.0454597473145,96.1720886230469,149.474395751953,2
93,'E93',FP53,"[36.3504142761231, 92.0513763427734, 147.515167236328]",36.3504142761231,92.0513763427734,147.515167236328,2
94,'E94',FP54,"[34.2521514892578, 88.4624252319336, 145.645385742188]",34.2521514892578,88.4624252319336,145.645385742188,2
95,'E95',FP55,"[33.6875381469727, 85.5457000732422, 141.239852905273]",33.6875381469727,85.5457000732422,141.239852905273,2
96,'E96',FP56,"[33.656379699707, 81.2514343261719, 137.026062011719]",33.656379699707,81.2514343261719,137.026062011719,2
97,'E97',FP57,"[45.7945098876953, 112.020645141602, 153.763748168945]",45.7945098876953,112.020645141602,153.763748168945,2
98,'E98',FP58,"[43.1778068542481, 106.997138977051, 151.59619140625]",43.1778068542481,106.997138977051,151.59619140625,2
99,'E99',FP59,"[40.3721618652344, 103.18132019043, 148.856628417969]",40.3721618652344,103.18132019043,148.856628417969,2
100,'E100',FP60,"[37.4402465820313, 99.4142303466797, 145.660858154297]",37.4402465820313,99.4142303466797,145.660858154297,2
101,'E101',FP61,"[34.841796875, 95.4341125488281, 144.018035888672]",34.841796875,95.4341125488281,144.018035888672,2
102,'E102',FP62,"[31.7387008666992, 91.8582611083984, 142.72119140625]",31.7387008666992,91.8582611083984,142.72119140625,2
103,'E103',FP63,"[30.4947814941406, 88.4806747436523, 139.156311035156]",30.4947814941406,88.4806747436523,139.156311035156,2
104,'E104',FP64,"[32.1033782958984, 85.0628967285156, 133.533599853516]",32.1033782958984,85.0628967285156,133.533599853516,2
